Sample_ID,Latitude_deg_SAR,Longitude_deg_SAR,Incidence_Angle_deg_SAR,Ground_Range_m_SAR,Slant_Range_m_SAR,Sat_Pos_X_m_SAR_OAT,Sat_Pos_Y_m_SAR_OAT,Sat_Pos_Z_m_SAR_OAT,Reflectance_OHRC,Elevation_m_TMC2,Slope_deg_TMC2,CPR_DFSAR,Hazard_Class_Label
sample_0525,-88.9007,-146.1772,27.43,95386.74,95859.43,-53256.33,16882.7,-1820480.52,0.0,-1829.1,13.2,1.25,shadowing_obscuration
sample_0526,-88.9074,-143.8001,28.16,96189.68,96088.16,-53256.33,16882.7,-1820480.52,0.0,-1895.6,7.9,0.56,shadowing_obscuration
sample_0527,-88.9075,-147.7336,26.99,94784.97,96145.15,-53256.33,16882.7,-1820480.52,0.0,-1905.3,8.6,0.47,shadowing_obscuration
sample_0528,-88.9153,-145.417,27.71,95570.38,96373.84,-53256.33,16882.7,-1820480.52,0.0,-1930.8,9.1,1.44,shadowing_obscuration
sample_0529,-88.9214,-142.9812,28.44,96379.15,94427.21,-53256.33,16882.7,-1820480.52,0.0,-1969.9,20.5,0.21,steep_slope_hazard
sample_0530,-88.9228,-146.8323,27.32,95023.57,94655.89,-52612.04,17396.53,-1820489.0,0.0,-1824.3,14.4,1.5,shadowing_obscuration
sample_0531,-88.9297,-144.6009,28.0,95754.67,94712.84,-52612.04,17396.53,-1820489.0,0.0,-1833.7,9.2,1.08,shadowing_obscuration
sample_0532,-88.9351,-142.0997,28.74,96568.65,94998.74,-52612.04,17396.53,-1820489.0,0.0,-1800.1,16.0,1.28,steep_slope_hazard
sample_0533,-88.9376,-146.0415,27.6,95203.8,95227.42,-52612.04,17396.53,-1820489.0,0.0,-1800.6,18.5,0.58,steep_slope_hazard
sample_0534,-88.944,-143.6281,28.32,96003.23,95456.13,-52612.04,17396.53,-1820489.0,0.0,-1880.0,8.3,0.22,shadowing_obscuration
sample_0535,-88.9446,-147.5551,27.19,94666.37,95684.9,-51967.73,17910.37,-1820497.11,0.0,-1841.6,11.5,1.16,shadowing_obscuration
sample_0536,-88.9521,-145.2727,27.88,95385.69,95741.92,-51967.73,17910.37,-1820497.11,0.0,-1809.9,4.8,1.28,shadowing_obscuration
sample_0537,-88.958,-142.7173,28.63,96191.05,96027.68,-51967.73,17910.37,-1820497.11,0.0,-1827.1,6.2,1.16,shadowing_obscuration
sample_0538,-88.9595,-146.7834,27.47,94844.1,96256.36,-51967.73,17910.37,-1820497.11,0.0,-1935.5,17.7,0.39,steep_slope_hazard
sample_0539,-88.9666,-144.3093,28.19,95633.55,94310.25,-51967.73,17910.37,-1820497.11,0.0,-1898.9,6.2,1.18,shadowing_obscuration
sample_0540,-88.9717,-141.5832,28.99,96442.04,94538.85,-51323.41,18424.19,-1820504.85,0.0,-1956.8,14.1,1.2,shadowing_obscuration
sample_0541,-88.974,-146.1422,27.69,95023.62,94595.95,-51323.41,18424.19,-1820504.85,0.0,-1808.3,18.3,1.06,steep_slope_hazard
sample_0542,-88.9808,-143.3285,28.53,95816.11,94824.94,-51323.41,18424.19,-1820504.85,0.0,-1870.9,4.5,1.2,shadowing_obscuration
sample_0543,-88.981,-147.7203,27.26,94489.33,95110.56,-51323.41,18424.19,-1820504.85,0.0,-1938.8,15.0,1.3,steep_slope_hazard
sample_0544,-88.9888,-145.0991,28.03,95265.24,95338.8,-51323.41,18424.19,-1820504.85,0.0,-1859.1,7.9,1.0,shadowing_obscuration
sample_0545,-88.9947,-142.2149,28.88,96064.36,95567.29,-50679.08,18938.02,-1820512.22,0.0,-1868.7,24.1,0.32,steep_slope_hazard
sample_0546,-88.9954,-147.2358,27.42,94666.17,95624.21,-50679.08,18938.02,-1820512.22,0.0,-1915.5,13.1,0.83,shadowing_obscuration
sample_0547,-89.0034,-144.0095,28.4,95449.68,95852.95,-50679.08,18938.02,-1820512.22,0.0,-1959.6,20.5,0.3,steep_slope_hazard
sample_0548,-89.0082,-141.3279,29.15,96253.23,96138.95,-50679.08,18938.02,-1820512.22,0.0,-1859.1,14.7,0.73,shadowing_obscuration
sample_0549,-89.0108,-145.999,27.84,94904.42,96367.81,-50679.08,18938.02,-1820512.22,0.0,-1886.3,3.0,0.73,shadowing_obscuration
sample_0550,-89.0174,-143.0922,28.7,95631.84,96424.86,-50034.73,19451.83,-1820519.22,0.0,-1841.0,16.6,0.29,steep_slope_hazard
sample_0551,-89.0215,-140.4613,29.41,96441.94,94479.66,-50034.73,19451.83,-1820519.22,0.0,-1886.4,23.9,0.65,steep_slope_hazard
sample_0552,-89.0258,-144.7696,28.27,95083.1,94707.34,-50034.73,19451.83,-1820519.22,0.0,-1826.6,15.8,0.34,steep_slope_hazard
sample_0553,-89.0312,-142.0126,29.02,95878.37,94935.45,-50034.73,19451.83,-1820519.22,0.0,-1880.7,20.8,1.25,steep_slope_hazard
sample_0554,-89.0328,-146.8013,27.7,94548.26,95221.36,-50034.73,19451.83,-1820519.22,0.0,-1879.0,22.3,1.43,steep_slope_hazard
sample_0555,-89.04,-143.8394,28.56,95263.88,95278.31,-49390.38,19965.64,-1820525.86,0.0,-1822.2,7.2,0.29,shadowing_obscuration
sample_0556,-89.0447,-141.145,29.28,96064.15,95507.07,-49390.38,19965.64,-1820525.86,0.0,-1907.4,6.9,1.44,shadowing_obscuration
sample_0557,-89.0481,-145.5234,28.14,94725.69,95735.93,-49390.38,19965.64,-1820525.86,0.0,-1955.9,16.1,0.88,steep_slope_hazard
sample_0558,-89.0541,-142.7283,28.9,95507.56,95964.79,-49390.38,19965.64,-1820525.86,0.0,-1974.8,11.5,0.59,shadowing_obscuration
sample_0559,-89.0579,-140.0821,29.57,96316.52,96250.97,-49390.38,19965.64,-1820525.86,0.0,-1844.1,21.3,0.3,steep_slope_hazard
sample_0560,-89.0625,-144.6382,28.42,94903.86,96308.08,-48746.01,20479.45,-1820532.12,0.0,-1868.3,22.7,0.85,steep_slope_hazard
sample_0561,-89.0677,-141.897,29.14,95692.87,94361.15,-48746.01,20479.45,-1820532.12,0.0,-1853.3,10.1,1.23,shadowing_obscuration
sample_0562,-89.0709,-139.2569,29.79,96505.17,94589.77,-48746.01,20479.45,-1820532.12,0.0,-1941.7,7.4,1.12,shadowing_obscuration
sample_0563,-89.0767,-143.5793,28.73,95144.56,94818.47,-48746.01,20479.45,-1820532.12,0.0,-1955.5,20.0,0.27,steep_slope_hazard
sample_0564,-89.0812,-141.1019,29.35,95878.0,94875.63,-48746.01,20479.45,-1820532.12,0.0,-1977.4,8.3,0.29,shadowing_obscuration
sample_0565,-89.0846,-145.5565,28.24,94548.03,95104.48,-48101.64,20993.25,-1820538.02,0.0,-1916.9,20.9,0.72,steep_slope_hazard
sample_0566,-89.0905,-142.8556,28.93,95325.48,95390.78,-48101.64,20993.25,-1820538.02,0.0,-1873.8,11.7,0.58,shadowing_obscuration
sample_0567,-89.0944,-140.2333,29.57,96126.55,95619.84,-48101.64,20993.25,-1820538.02,0.0,-1909.4,17.4,0.5,steep_slope_hazard
sample_0568,-89.0991,-144.467,28.56,94785.17,95848.93,-48101.64,20993.25,-1820538.02,0.0,-1901.3,4.2,0.57,shadowing_obscuration
sample_0569,-89.1041,-142.2338,29.09,95508.79,95906.13,-48101.64,20993.25,-1820538.02,0.0,-1817.3,16.3,1.24,steep_slope_hazard
sample_0570,-89.1075,-139.5007,29.75,96315.3,96135.07,-47457.25,21507.04,-1820543.54,0.0,-1917.3,12.4,1.41,shadowing_obscuration
sample_0571,-89.1131,-143.7948,28.75,94962.74,96421.04,-47457.25,21507.04,-1820543.54,0.0,-1887.5,15.5,0.73,steep_slope_hazard
sample_0572,-89.1176,-141.3875,29.3,95754.52,94473.35,-47457.25,21507.04,-1820543.54,0.0,-1838.9,5.9,1.38,shadowing_obscuration
sample_0573,-89.1201,-138.3341,30.04,96568.31,94702.48,-47457.25,21507.04,-1820543.54,0.0,-1908.6,18.9,0.62,steep_slope_hazard
sample_0574,-89.1268,-143.2148,28.89,95142.97,94759.71,-46812.85,22020.82,-1820548.7,0.0,-1868.0,21.8,0.82,steep_slope_hazard
sample_0575,-89.131,-140.6769,29.47,95939.85,94989.02,-46812.85,22020.82,-1820548.7,0.0,-1824.8,7.0,0.49,shadowing_obscuration
sample_0576,-89.1354,-144.7714,28.56,94607.06,95218.09,-46812.85,22020.82,-1820548.7,0.0,-1809.1,4.2,1.03,shadowing_obscuration
sample_0577,-89.1405,-142.3785,29.09,95386.73,95504.5,-46812.85,22020.82,-1820548.7,0.0,-1953.5,2.5,1.47,shadowing_obscuration
sample_0578,-89.1441,-139.8011,29.69,96127.59,95561.68,-46812.85,22020.82,-1820548.7,0.0,-1813.2,16.8,0.98,steep_slope_hazard
sample_0579,-89.1494,-144.1323,28.73,94785.03,95790.63,-46168.44,22534.61,-1820553.49,0.0,-1891.4,16.0,0.67,steep_slope_hazard
sample_0580,-89.1541,-141.6306,29.28,95570.53,96019.38,-46168.44,22534.61,-1820553.49,0.0,-1933.5,14.6,1.04,shadowing_obscuration
sample_0581,-89.1568,-138.4524,30.03,96378.53,96247.58,-46168.44,22534.61,-1820553.49,0.0,-1897.4,7.3,0.36,shadowing_obscuration
sample_0582,-89.1633,-143.2564,28.94,95024.3,94357.46,-46168.44,22534.61,-1820553.49,0.0,-1803.6,11.0,1.36,shadowing_obscuration
sample_0583,-89.1674,-140.7329,29.5,95754.41,94357.3,-46168.44,22534.61,-1820553.49,0.0,-1891.3,15.7,0.85,steep_slope_hazard
sample_0584,-89.1686,-136.762,30.48,96568.36,94643.7,-45524.01,23048.38,-1820557.91,0.0,-1920.8,13.4,0.78,shadowing_obscuration
sample_0585,-89.177,-142.4047,29.16,95204.94,94872.75,-45524.01,23048.38,-1820557.91,0.0,-1866.0,24.7,0.96,steep_slope_hazard
sample_0586,-89.1804,-139.4482,29.82,96002.69,95101.74,-45524.01,23048.38,-1820557.91,0.0157,-1936.8,5.1,1.01,shadowing_obscuration
sample_0587,-89.186,-143.9499,28.86,94666.17,95330.65,-45524.01,23048.38,-1820557.91,0.0,-1966.3,18.0,0.29,steep_slope_hazard
sample_0588,-89.1906,-141.4148,29.41,95385.18,95387.65,-45524.01,23048.38,-1820557.91,0.0157,-1956.8,11.3,1.09,shadowing_obscuration
sample_0589,-89.1929,-137.9059,30.22,96189.97,95673.54,-44879.58,23562.15,-1820561.96,0.0235,-1957.0,11.8,0.51,shadowing_obscuration
sample_0590,-89.1999,-143.0421,29.09,94844.5,95901.73,-44879.58,23562.15,-1820561.96,0.0,-1952.7,18.5,1.13,steep_slope_hazard
sample_0591,-89.2038,-140.0072,29.76,95631.19,96129.9,-44879.58,23562.15,-1820561.96,0.0196,-1955.0,17.9,1.27,steep_slope_hazard
sample_0592,-89.2047,-136.3296,30.62,96378.03,96186.69,-44879.58,23562.15,-1820561.96,0.0157,-1864.6,24.8,1.25,steep_slope_hazard
sample_0593,-89.2136,-141.9618,29.37,95023.23,96415.34,-44879.58,23562.15,-1820561.96,0.0157,-1947.3,5.0,0.92,shadowing_obscuration
sample_0594,-89.2165,-138.5805,30.11,95816.44,94469.1,-44235.14,24075.91,-1820565.64,0.0196,-1917.8,4.4,0.88,shadowing_obscuration
sample_0595,-89.2227,-143.6015,29.06,94489.33,94755.21,-44235.14,24075.91,-1820565.64,0.0,-1818.6,18.7,0.39,steep_slope_hazard
sample_0596,-89.227,-140.5043,29.72,95266.72,94983.95,-44235.14,24075.91,-1820565.64,0.0196,-1894.7,15.3,1.21,steep_slope_hazard
sample_0597,-89.2288,-137.2028,30.44,96002.22,95040.81,-44235.14,24075.91,-1820565.64,0.0157,-1859.8,8.3,0.55,shadowing_obscuration
sample_0598,-89.2366,-142.5272,29.33,94666.37,95269.38,-44235.14,24075.91,-1820565.64,0.0,-1949.0,3.8,0.85,shadowing_obscuration
sample_0599,-89.2399,-139.1367,30.05,95448.78,95498.06,-43590.68,24589.66,-1820568.95,0.0157,-1945.4,4.0,0.57,shadowing_obscuration
sample_0600,-89.2401,-135.3218,30.88,96251.67,95783.81,-43590.68,24589.66,-1820568.95,0.0196,-1972.6,22.6,0.37,steep_slope_hazard
sample_0601,-89.2501,-141.0258,29.69,94903.53,96012.02,-43590.68,24589.66,-1820568.95,0.0118,-1949.6,6.4,1.02,shadowing_obscuration
sample_0602,-89.2524,-137.7604,30.37,95630.22,96068.71,-43590.68,24589.66,-1820568.95,0.0196,-1929.9,9.4,0.27,shadowing_obscuration
sample_0603,-89.2508,-133.5518,31.3,96441.12,96297.09,-43590.68,24589.66,-1820568.95,0.0196,-1948.1,7.2,1.17,shadowing_obscuration
sample_0604,-89.2632,-139.6225,30.02,95083.56,94351.41,-42946.22,25103.41,-1820571.89,0.0157,-1964.0,10.2,0.61,shadowing_obscuration
sample_0605,-89.2639,-135.7847,30.83,95878.71,94579.78,-42946.22,25103.41,-1820571.89,0.0196,-1958.3,3.6,0.2,shadowing_obscuration
sample_0606,-89.2732,-141.5821,29.65,94548.08,94865.61,-42946.22,25103.41,-1820571.89,0.0157,-1897.1,13.9,0.86,shadowing_obscuration
sample_0607,-89.2759,-138.1738,30.35,95268.57,94922.5,-42946.22,25103.41,-1820571.89,0.0196,-1942.9,3.6,0.26,shadowing_obscuration
sample_0608,-89.2749,-134.0717,31.22,96062.72,95151.0,-42946.22,25103.41,-1820571.89,0.0196,-1914.4,20.4,0.56,steep_slope_hazard
sample_0609,-89.2865,-140.0784,30.01,94724.89,95379.27,-42301.74,25617.15,-1820574.46,0.0235,-1889.4,7.4,1.12,shadowing_obscuration
sample_0610,-89.2875,-136.1732,30.8,95508.5,95608.05,-42301.74,25617.15,-1820574.46,0.0157,-1855.7,14.4,0.28,shadowing_obscuration
sample_0611,-89.2859,-132.595,31.52,96253.71,95664.73,-42301.74,25617.15,-1820574.46,0.0275,-1972.9,22.2,1.29,steep_slope_hazard
sample_0612,-89.2993,-138.6745,30.32,94904.53,95950.66,-42301.74,25617.15,-1820574.46,0.0157,-1836.1,17.0,0.2,steep_slope_hazard
sample_0613,-89.2991,-134.6724,31.12,95693.09,96179.62,-42301.74,25617.15,-1820574.46,0.0196,-1867.0,14.3,0.52,shadowing_obscuration
sample_0614,-89.2963,-131.0788,31.8,96505.43,96408.65,-41657.26,26130.88,-1820576.66,0.0,-1965.3,9.5,1.16,shadowing_obscuration
sample_0615,-89.3114,-136.89,30.69,95145.31,94461.73,-41657.26,26130.88,-1820576.66,0.0196,-1822.8,9.7,0.61,shadowing_obscuration
sample_0616,-89.3104,-133.26,31.4,95878.31,94518.7,-41657.26,26130.88,-1820576.66,0.0196,-1814.2,17.4,0.33,steep_slope_hazard
sample_0617,-89.3228,-139.4641,30.21,94548.06,94747.27,-41657.26,26130.88,-1820576.66,0.0157,-1969.0,24.9,0.67,steep_slope_hazard
sample_0618,-89.3232,-135.3667,31.01,95324.26,95032.92,-41657.26,26130.88,-1820576.66,0.0235,-1930.2,17.2,0.55,steep_slope_hazard
sample_0619,-89.3211,-131.7042,31.68,96129.47,95261.75,-41012.77,26644.61,-1820578.5,0.0,-1834.9,14.8,1.3,shadowing_obscuration
sample_0620,-89.3353,-137.7903,30.55,94786.46,95490.58,-41012.77,26644.61,-1820578.5,0.0196,-1845.3,18.8,0.61,steep_slope_hazard
sample_0621,-89.3349,-133.9988,31.27,95507.59,95547.75,-41012.77,26644.61,-1820578.5,0.0196,-1946.8,12.7,1.23,shadowing_obscuration
sample_0622,-89.3318,-130.3427,31.92,96316.06,95776.52,-41012.77,26644.61,-1820578.5,0.0,-1942.3,3.4,1.36,shadowing_obscuration
sample_0623,-89.3476,-136.4596,30.8,94966.46,96062.9,-40368.26,27158.33,-1820579.96,0.0196,-1913.3,14.9,0.76,shadowing_obscuration
sample_0624,-89.3456,-132.3156,31.57,95754.45,96292.01,-40368.26,27158.33,-1820579.96,0.0235,-1892.8,24.0,1.38,steep_slope_hazard
sample_0625,-89.3427,-129.1852,32.09,96505.2,96349.28,-40368.26,27158.33,-1820579.96,0.0,-1868.7,6.0,0.69,shadowing_obscuration
sample_0626,-89.3597,-135.217,31.03,95145.21,94402.76,-40368.26,27158.33,-1820579.96,0.0196,-1913.6,17.9,1.45,steep_slope_hazard
sample_0627,-89.3572,-131.2708,31.72,95939.12,94631.36,-40368.26,27158.33,-1820579.96,0.0,-1896.7,6.6,0.32,shadowing_obscuration
sample_0628,-89.3722,-138.3362,30.43,94607.05,94859.99,-39723.75,27672.04,-1820581.05,0.0196,-1845.5,14.3,1.09,shadowing_obscuration
sample_0629,-89.3709,-133.4974,31.33,95386.8,95145.49,-39723.75,27672.04,-1820581.05,0.0235,-1973.4,4.2,0.84,shadowing_obscuration
sample_0630,-89.3696,-130.6633,31.75,96128.37,95202.77,-39723.75,27672.04,-1820581.05,0.0,-1934.6,12.4,0.7,shadowing_obscuration
sample_0631,-89.3846,-136.9075,30.69,94784.8,95432.06,-39723.75,27672.04,-1820581.05,0.0235,-1851.6,19.4,1.02,steep_slope_hazard
sample_0632,-89.383,-132.6039,31.44,95569.23,95661.5,-39723.75,27672.04,-1820581.05,0.0196,-1818.9,10.0,1.12,shadowing_obscuration
sample_0633,-89.3803,-129.3081,31.93,96378.86,95890.93,-39079.23,28185.75,-1820581.78,0.0,-1887.9,17.3,0.21,steep_slope_hazard
sample_0634,-89.396,-134.867,31.06,95023.07,96177.65,-39079.23,28185.75,-1820581.78,0.0196,-1884.2,20.3,0.42,steep_slope_hazard
sample_0635,-89.3951,-131.7346,31.53,95754.53,96235.03,-39079.23,28185.75,-1820581.78,0.0235,-1960.7,23.3,1.13,steep_slope_hazard
sample_0636,-89.3917,-128.3396,32.03,96569.06,94286.71,-39079.23,28185.75,-1820581.78,0.0,-1899.5,7.4,1.07,shadowing_obscuration
sample_0637,-89.4081,-133.8136,31.21,95204.02,94514.88,-39079.23,28185.75,-1820581.78,0.0275,-1884.1,11.2,1.46,shadowing_obscuration
sample_0638,-89.4065,-130.5859,31.66,96002.07,94743.91,-38434.69,28699.44,-1820582.14,0.0,-1936.4,5.5,1.19,shadowing_obscuration
sample_0639,-89.4209,-136.5306,30.78,94608.01,94801.2,-38434.69,28699.44,-1820582.14,0.0196,-1931.5,24.8,1.44,steep_slope_hazard
sample_0640,-89.4203,-132.8874,31.31,95386.15,95030.54,-38434.69,28699.44,-1820582.14,0.0196,-1912.1,23.3,1.11,steep_slope_hazard
sample_0641,-89.4182,-129.6087,31.76,96189.49,95317.39,-38434.69,28699.44,-1820582.14,0.0,-1976.4,14.4,0.59,shadowing_obscuration
sample_0642,-89.4329,-135.0717,30.99,94845.62,95546.81,-38434.69,28699.44,-1820582.14,0.0196,-1922.0,21.4,0.34,steep_slope_hazard
sample_0643,-89.432,-131.7202,31.44,95632.24,95776.27,-37790.15,29213.13,-1820582.12,0.0196,-1941.9,14.0,1.22,shadowing_obscuration
sample_0644,-89.4296,-128.5671,31.86,96378.72,95833.64,-37790.15,29213.13,-1820582.12,0.0,-1921.1,16.3,1.04,steep_slope_hazard
sample_0645,-89.4453,-134.1242,31.1,95022.95,96063.09,-37790.15,29213.13,-1820582.12,0.0275,-1958.4,4.0,0.26,shadowing_obscuration
sample_0646,-89.444,-130.804,31.52,95816.37,96349.79,-37790.15,29213.13,-1820582.12,0.0275,-1819.7,19.4,0.67,steep_slope_hazard
sample_0647,-89.4576,-136.7817,30.7,94489.35,94399.86,-37790.15,29213.13,-1820582.12,0.0196,-1873.2,4.9,1.44,shadowing_obscuration
sample_0648,-89.4572,-132.896,31.23,95265.57,94628.98,-37145.6,29726.82,-1820581.74,0.0275,-1857.8,21.0,0.85,steep_slope_hazard
sample_0649,-89.4557,-129.7373,31.63,96000.44,94686.35,-37145.6,29726.82,-1820581.74,0.0275,-1837.9,20.0,0.76,steep_slope_hazard
sample_0650,-89.4702,-135.6645,30.84,94666.34,94915.7,-37145.6,29726.82,-1820581.74,0.0196,-1890.3,18.3,0.8,steep_slope_hazard
sample_0651,-89.4694,-131.9653,31.32,95447.33,95145.22,-37145.6,29726.82,-1820581.74,0.0431,-1964.4,2.8,0.47,shadowing_obscuration
sample_0652,-89.4666,-128.389,31.76,96253.52,95432.03,-37145.6,29726.82,-1820581.74,0.0,-1883.3,9.0,0.68,shadowing_obscuration
sample_0653,-89.4828,-134.7755,30.93,94844.45,95489.47,-36501.04,30240.49,-1820580.99,0.1922,-1874.4,8.1,0.68,safe_flat
sample_0654,-89.4815,-131.0539,31.39,95631.24,95718.95,-36501.04,30240.49,-1820580.99,0.0157,-1845.8,10.3,0.27,shadowing_obscuration
sample_0655,-89.478,-127.3044,31.85,96441.84,95948.45,-36501.04,30240.49,-1820580.99,0.0,-1902.3,4.0,1.2,shadowing_obscuration
sample_0656,-89.495,-133.6805,31.02,95084.16,96177.88,-36501.04,30240.49,-1820580.99,0.0353,-1957.0,23.6,0.74,steep_slope_hazard
sample_0657,-89.4932,-129.8829,31.48,95878.69,94285.98,-36501.04,30240.49,-1820580.99,0.0275,-1928.9,14.7,1.27,shadowing_obscuration
sample_0658,-89.5078,-137.0281,30.56,94489.36,94343.33,-35856.47,30754.16,-1820579.87,0.0196,-1914.6,9.0,1.31,shadowing_obscuration
sample_0659,-89.5076,-132.8668,31.07,95265.69,94572.52,-35856.47,30754.16,-1820579.87,0.0275,-1863.7,11.1,0.48,shadowing_obscuration
sample_0660,-89.505,-128.9007,31.54,96064.73,94802.02,-35856.47,30754.16,-1820579.87,0.1608,-1877.3,12.3,1.05,crater_rim
sample_0661,-89.5204,-135.8817,30.66,94725.85,95031.46,-35856.47,30754.16,-1820579.87,0.0275,-1915.9,15.8,0.81,steep_slope_hazard
sample_0662,-89.5196,-131.738,31.15,95508.83,95260.89,-35856.47,30754.16,-1820579.87,0.0275,-1802.4,13.9,1.34,shadowing_obscuration
sample_0663,-89.5166,-127.8144,31.61,96252.8,95318.38,-35211.89,31267.82,-1820578.38,0.0,-1871.0,23.1,0.48,steep_slope_hazard
sample_0664,-89.5333,-135.2569,30.69,94904.47,95605.13,-35211.89,31267.82,-1820578.38,0.0235,-1937.3,13.4,1.08,shadowing_obscuration
sample_0665,-89.532,-130.9089,31.19,95693.23,95834.51,-35211.89,31267.82,-1820578.38,0.0235,-1961.7,24.8,0.99,steep_slope_hazard
sample_0666,-89.527,-126.1814,31.76,96505.24,96063.91,-35211.89,31267.82,-1820578.38,0.0,-1952.5,21.6,0.58,steep_slope_hazard
sample_0667,-89.5458,-134.2089,30.75,95143.78,96293.15,-34567.31,31781.47,-1820576.52,0.0235,-1935.7,6.8,0.38,shadowing_obscuration
sample_0668,-89.5439,-129.7962,31.27,95878.03,96350.48,-34567.31,31781.47,-1820576.52,0.0353,-1951.1,23.4,1.05,steep_slope_hazard
sample_0669,-89.5584,-138.2279,30.24,94548.27,94459.86,-34567.31,31781.47,-1820576.52,0.0196,-1946.4,4.7,1.16,shadowing_obscuration
sample_0670,-89.5586,-133.5006,30.77,95325.55,94689.31,-34567.31,31781.47,-1820576.52,0.0235,-1928.7,20.8,0.61,steep_slope_hazard
sample_0671,-89.5548,-128.2071,31.39,96127.45,94918.69,-34567.31,31781.47,-1820576.52,0.0706,-1948.8,10.8,1.04,crater_rim
sample_0672,-89.5715,-137.6395,30.26,94725.58,94976.24,-33922.71,32295.11,-1820574.29,0.0196,-1818.6,22.2,0.71,steep_slope_hazard
sample_0673,-89.5713,-132.7119,30.8,95508.97,95205.65,-33922.71,32295.11,-1820574.29,0.0275,-1965.6,22.0,1.13,steep_slope_hazard
sample_0674,-89.5658,-126.7317,31.51,96315.33,95434.87,-33922.71,32295.11,-1820574.29,0.3451,-1885.6,20.5,0.46,steep_slope_hazard
sample_0675,-89.5844,-136.5995,30.33,94964.1,95721.07,-33922.71,32295.11,-1820574.29,0.0235,-1906.1,20.2,1.36,steep_slope_hazard
sample_0676,-89.583,-131.2138,30.91,95754.5,95950.03,-33922.71,32295.11,-1820574.29,0.0275,-1803.2,9.0,0.57,shadowing_obscuration
sample_0677,-89.5766,-125.207,31.62,96505.04,96007.36,-33278.11,32808.74,-1820571.69,0.0,-1959.8,3.9,0.68,shadowing_obscuration
sample_0678,-89.5973,-135.8442,30.36,95144.4,96236.48,-33278.11,32808.74,-1820571.69,0.0235,-1908.4,11.3,0.28,shadowing_obscuration
sample_0679,-89.5945,-129.6754,31.04,95939.13,94289.92,-33278.11,32808.74,-1820571.69,0.0392,-1805.5,6.0,0.34,shadowing_obscuration
sample_0680,-89.6087,-139.7555,29.93,94607.2,94576.57,-33278.11,32808.74,-1820571.69,0.0235,-1824.2,18.0,0.87,steep_slope_hazard
sample_0681,-89.6096,-134.3188,30.47,95386.62,94805.92,-33278.11,32808.74,-1820571.69,0.0196,-1832.9,10.0,0.55,shadowing_obscuration
sample_0682,-89.6054,-127.8705,31.19,96127.3,94863.32,-32633.5,33322.37,-1820568.73,0.3804,-1933.6,24.4,1.29,steep_slope_hazard
sample_0683,-89.6219,-138.9313,29.98,94784.72,95092.49,-32633.5,33322.37,-1820568.73,0.0196,-1949.2,16.7,0.22,steep_slope_hazard
sample_0684,-89.6217,-132.7033,30.61,95569.97,95321.48,-32633.5,33322.37,-1820568.73,0.0235,-1859.6,20.9,0.69,steep_slope_hazard
sample_0685,-89.6148,-125.3786,31.41,96378.28,95550.44,-32633.5,33322.37,-1820568.73,0.502,-1812.7,5.0,0.64,safe_flat
sample_0686,-89.6349,-137.7397,30.07,94964.55,95607.62,-32633.5,33322.37,-1820568.73,0.0196,-1879.8,21.8,0.23,steep_slope_hazard
sample_0687,-89.6332,-130.8201,30.77,95754.42,95893.51,-31988.88,33835.98,-1820565.39,0.0392,-1877.1,23.2,0.36,steep_slope_hazard
sample_0688,-89.6242,-123.1092,31.6,96568.58,96122.27,-31988.88,33835.98,-1820565.39,0.0,-1929.6,13.2,0.74,shadowing_obscuration
sample_0689,-89.6474,-135.9063,30.22,95204.38,96351.13,-31988.88,33835.98,-1820565.39,0.0196,-1841.5,15.9,0.84,steep_slope_hazard
sample_0690,-89.6432,-128.0498,31.01,96002.62,94405.69,-31988.88,33835.98,-1820565.39,0.4667,-1946.3,19.6,0.73,steep_slope_hazard
sample_0691,-89.6587,-141.248,29.7,94606.9,94463.07,-31988.88,33835.98,-1820565.39,0.0235,-1921.7,6.0,0.89,shadowing_obscuration
sample_0692,-89.66,-134.5585,30.3,95386.13,94749.57,-31344.25,34349.59,-1820561.68,0.0314,-1903.4,13.6,0.97,shadowing_obscuration
sample_0693,-89.6538,-126.017,31.16,96189.68,94978.87,-31344.25,34349.59,-1820561.68,0.502,-1888.6,11.2,0.21,safe_flat
sample_0694,-89.6719,-139.7605,29.8,94844.28,95208.1,-31344.25,34349.59,-1820561.68,0.0275,-1936.4,5.4,0.8,shadowing_obscuration
sample_0695,-89.672,-132.6829,30.42,95631.48,95437.25,-31344.25,34349.59,-1820561.68,0.3451,-1959.3,10.5,1.45,crater_rim
sample_0696,-89.6637,-123.7038,31.32,96378.76,95494.55,-31344.25,34349.59,-1820561.68,0.2,-1870.1,3.6,0.87,safe_flat
sample_0697,-89.685,-138.2748,29.91,95022.7,95723.38,-30699.61,34863.19,-1820557.61,0.0353,-1928.0,2.6,1.08,shadowing_obscuration
sample_0698,-89.6836,-130.556,30.57,95816.37,96008.72,-30699.61,34863.19,-1820557.61,0.3451,-1875.4,5.1,0.61,safe_flat
sample_0699,-89.695,-142.911,29.54,94489.35,96237.3,-30699.61,34863.19,-1820557.61,0.0196,-1952.2,24.2,1.21,steep_slope_hazard
sample_0700,-89.6977,-136.3327,30.06,95203.92,96294.6,-30699.61,34863.19,-1820557.61,0.2314,-1893.4,14.6,1.2,crater_rim
